id,title,authors,categories,image_filename,genre
582,Manga Crash Course Fantasy,Mina Petrovic,Art,fantasy/0582.jpg,fantasy
583,Beginner's Guide to Fantasy Drawing,3dtotal Publishing,Drawing,fantasy/0583.jpg,fantasy
584,Peace and Turmoil,Elliot Brooks,Fiction,fantasy/0584.jpg,fantasy
585,Dawn,Yoshitaka Amano,Color drawing,fantasy/0585.jpg,fantasy
586,The Phantom Tollbooth,Norton Juster,Juvenile Fiction,fantasy/0586.jpg,fantasy
587,Fantasy Sports Unleashed,"Barrett Williams, ChatGPT",Sports & Recreation,fantasy/0587.jpg,fantasy
588,Piranesi,Susanna Clarke,Fiction,fantasy/0588.jpg,fantasy
589,Ursula K. Le Guin,"Ursula K. Le Guin, David Naimon",Literary Criticism,fantasy/0589.jpg,fantasy
590,Tinkle Magazine No: 615 (33RD ANNIVERSARY SPECIAL),Rajani Thindiath,,fantasy/0590.jpg,fantasy
591,Tantri The Mantri 6 : Wicked Wiles,Rajani Thindiath,Fiction,fantasy/0591.jpg,fantasy
592,The Dragon's Path,Daniel Abraham,Fiction,fantasy/0592.jpg,fantasy
593,Art of Fantasy,S. Elizabeth,Art,fantasy/0593.jpg,fantasy
594,The fantasy fiction formula,Deborah Chester,Language Arts & Disciplines,fantasy/0594.jpg,fantasy
595,Fantasy Comics Influence,"Logan Rodriguez, AI",Art,fantasy/0595.jpg,fantasy
596,Dune,Frank Herbert,Fiction,fantasy/0596.jpg,fantasy
597,Teaching Fantasy Novels,Phyllis J. Perry,Language Arts & Disciplines,fantasy/0597.jpg,fantasy
598,Assassins in Love,Kris DeLake,Fiction,fantasy/0598.jpg,fantasy
599,Fantasy Global Appeal,"Nakoa Rainfall, AI",History,fantasy/0599.jpg,fantasy
600,The Vault of Vishnu,Ashwin Sanghi,Indic fiction (English),fantasy/0600.jpg,fantasy
601,Red Rising,Pierce Brown,Fiction,fantasy/0601.jpg,fantasy
602,The Midnight Library: A GMA Book Club Pick,Matt Haig,Fiction,fantasy/0602.jpg,fantasy
603,The Mists of Avalon,Marion Zimmer Bradley,Fiction,fantasy/0603.jpg,fantasy
604,The Invisible Life of Addie LaRue,V. E. Schwab,Fiction,fantasy/0604.jpg,fantasy
605,The Shadow Rising,Robert Jordan,Fiction,fantasy/0605.jpg,fantasy
606,"A Fantasy of the Fuyck, and Other Conceits of the Colonial Low Dutch",Michael Monahan,Albany (N.Y.),fantasy/0606.jpg,fantasy
607,Fantasy Kit,Adam McOmber,,fantasy/0607.jpg,fantasy
608,The Works of Edgar Allan Poe: Tales-Fantasy and Extravaganza,Edgar Allan Poe,American prose literature,fantasy/0608.jpg,fantasy
609,Graceling,Kristin Cashore,Juvenile Fiction,fantasy/0609.jpg,fantasy
610,Manga Crash Course,Mina Petrovic,Art,fantasy/0610.jpg,fantasy
611,Oath of the Vayuputras,Amish Tripathi,Fiction,fantasy/0611.jpg,fantasy
612,The Book of Horror,Matt Glasby,Art,horror/0612.jpg,horror
613,Horror and the Horror Film,Bruce F. Kawin,Performing Arts,horror/0613.jpg,horror
614,The Hunchback of Notre Dame,Victor Hugo,Fiction,horror/0614.jpg,horror
615,The Dunwich Horror,H. P. Lovecraft,,horror/0615.jpg,horror
616,The Horror Film Killer,Michael J Bowler,Young Adult Fiction,horror/0616.jpg,horror
617,Household Horror,Marc Olivier,Literary Criticism,horror/0617.jpg,horror
618,The Horror Film,Peter Hutchings,Performing Arts,horror/0618.jpg,horror
619,The Horror Genre,Paul Wells,Literary Criticism,horror/0619.jpg,horror
620,Horror Fiction,Gina Wisker,Literary Criticism,horror/0620.jpg,horror
621,Unseaming,Mike Allen,Fiction,horror/0621.jpg,horror
622,Powers of Horror,Julia Kristeva,Psychology,horror/0622.jpg,horror
623,Folk Horror,"Dawn Keetley, Ruth Heholt",Fiction,horror/0623.jpg,horror
624,Horror Unmasked,Brad Weismann,Performing Arts,horror/0624.jpg,horror
625,New Israeli Horror,Olga Gershenson,Performing Arts,horror/0625.jpg,horror
626,Why Horror Seduces,Mathias Clasen,Performing Arts,horror/0626.jpg,horror
627,Body Horror,John Taylor,History,horror/0627.jpg,horror
628,State Violence and Moral Horror,Jeremy Arnold,Philosophy,horror/0628.jpg,horror
629,Joss Whedon vs. the Horror Tradition,"Kristopher Karl Woofter, Lorna Jowett",Performing Arts,horror/0629.jpg,horror
630,British Horror Cinema,"Steve Chibnall, Julian Petley",History,horror/0630.jpg,horror
631,Historical Dictionary of Horror Cinema,Peter Hutchings,Performing Arts,horror/0631.jpg,horror
632,The Palgrave Handbook to Horror Literature,"Kevin Corstorphine, Laura R. Kremmel",Literary Criticism,horror/0632.jpg,horror
633,"Horror, The Film Reader",Mark Jancovich,Performing Arts,horror/0633.jpg,horror
634,Transnational Horror Across Visual Media,"Dana Och, Kirsten Strayer",Performing Arts,horror/0634.jpg,horror
635,Reading Rocky Horror,Jeffrey Andrew Weinstock,Performing Arts,horror/0635.jpg,horror
636,The Philosophy of Horror,Thomas Richard Fahy,Business & Economics,horror/0636.jpg,horror
637,Broadening the Horror Genre,"Jamie L. McDaniel, Andrea Wood",Social Science,horror/0637.jpg,horror
638,The World of Horror,Pasquale De Marco,Literary Criticism,horror/0638.jpg,horror
639,Horror,Brigid Cherry,History,horror/0639.jpg,horror
640,Makers of the Macabre: Interviews with Horror Filmmakers of the Past,Pasquale De Marco,Art,horror/0640.jpg,horror
641,Game Design Deep Dive: Horror,Joshua Bycer,Computers,horror/0641.jpg,horror
642,Folkloric Horror in Medieval Literature,"Christopher M. Flavin, Caitlyn Harris",Literary Criticism,horror/0642.jpg,horror
643,Japanese Horror Culture,"Fernando Gabriel Pagnoni Berns, Subashish Bhattacharjee, Ananya Saha",Social Science,horror/0643.jpg,horror
644,Telling an American Horror Story,"Cameron Williams Crawford, Leverett Butts",Performing Arts,horror/0644.jpg,horror
645,Grief in Contemporary Horror Cinema,Erica Joan Dymond,Social Science,horror/0645.jpg,horror
646,Horror Literature from Gothic to Post-Modern,"Michele Brittany, Nicholas Diak",Literary Criticism,horror/0646.jpg,horror
647,"Technology, Monstrosity, and Reproduction in Twenty-first Century Horror",K. Jackson,Social Science,horror/0647.jpg,horror
648,The Aesthetics of Horror Films,Forrest Adam Sopuck,Philosophy,horror/0648.jpg,horror
649,The Best of the Best Horror of the Year,Ellen Datlow,Fiction,horror/0649.jpg,horror
650,No More Haunted Dolls: Horror Fiction that Transcends the Tropes,Cassandra O'Sullivan Sachar,Social Science,horror/0650.jpg,horror
651,Horror Noire,Robin R. Means Coleman,History,horror/0651.jpg,horror
652,The Complete Story of the Martinique Horror and Other Great Disasters,Marshall Everett,Disasters,horror/0652.jpg,horror
653,Transnational Horror Cinema,"Sophia Siddique, Raphael Raphael",Performing Arts,horror/0653.jpg,horror
654,Horror Film and Otherness,Adam Lowenstein,Horror films,horror/0654.jpg,horror
655,Women Make Horror,Alison Peirse,Performing Arts,horror/0655.jpg,horror
656,A History of Horror,Wheeler W. Dixon,Art,horror/0656.jpg,horror
657,Horror,Brigid Cherry,Performing Arts,horror/0657.jpg,horror
658,Paperbacks from Hell,Grady Hendrix,Humor,horror/0658.jpg,horror
659,The Book of Top Ten Horror Lists,Charles F. Rosenay,,horror/0659.jpg,horror
660,Horror Films of the 1980s,John Kenneth Muir,Performing Arts,horror/0660.jpg,horror
661,Behind the Horror,Lee Mellor,Performing Arts,horror/0661.jpg,horror
662,My Heart is a Chainsaw,Stephen Graham Jones,Fiction,horror/0662.jpg,horror
663,Global TV Horror,"Stacey Abbott, Lorna Jowett",Fiction,horror/0663.jpg,horror
664,The Beauty of Horror 5: Haunt of Fame Coloring Book,Alan Robert,Games & Activities,horror/0664.jpg,horror
665,Horror Film,Steffen Hantke,Performing Arts,horror/0665.jpg,horror
666,Untold Horror,"George. A Romero, John Landis, Dave Alexander, Joe Dante, Brian Yuzna",Performing Arts,horror/0666.jpg,horror
667,Korean Horror Cinema,Alison Peirse,Performing Arts,horror/0667.jpg,horror
668,Horror Film Aesthetics,Thomas M. Sipos,Performing Arts,horror/0668.jpg,horror
669,The Savior's Sister,Jenna Moreci,,horror/0669.jpg,horror
670,The Rocky Horror Show,Richard O'Brien,Drama,horror/0670.jpg,horror
671,CHECK-IN CHECKOUT ...and the Horrors Within,Keran Pantth Joshi,Fiction,horror/0671.jpg,horror
672,The Netherwell Horror,Lee Mountford,,horror/0672.jpg,horror
673,The Pulp Horror Book of Phobias,Mj Sydney,,horror/0673.jpg,horror
674,Japanese and American Horror,Katarzyna Marak,Social Science,horror/0674.jpg,horror
675,Subversive Horror Cinema,Jon Towlson,Performing Arts,horror/0675.jpg,horror
676,House of Leaves,Mark Z. Danielewski,Fiction,horror/0676.jpg,horror
677,Deleuze and Horror Film,Anna Powell,Performing Arts,horror/0677.jpg,horror
678,The Philosophy of Horror,Noel Carroll,Art,horror/0678.jpg,horror
679,Horror Cinema,"Jonathan Penner, Paul Duncan, Steven Jay Schneider",Performing Arts,horror/0679.jpg,horror
680,"Internet Horror, Science Fiction and Fantasy Television Series, 1998-2013",Vincent Terrace,Performing Arts,horror/0680.jpg,horror
681,Horror Movie a Day,Brian Collins,,horror/0681.jpg,horror
682,The Beauty of Horror 1: A GOREgeous Coloring Book,Alan Robert,Games & Activities,horror/0682.jpg,horror
683,Jordan Peele's Get Out,Dawn Keetley,Literary Criticism,horror/0683.jpg,horror
684,A Book of Horrors,Stephen Jones,Fiction,horror/0684.jpg,horror
685,The House With a Clock In Its Walls,John Bellairs,Juvenile Fiction,horror/0685.jpg,horror
686,Clown in a Cornfield,Adam Cesare,Young Adult Fiction,horror/0686.jpg,horror
687,The House of Strange Stories - 3rd,Ruskin Bond,Fiction,horror/0687.jpg,horror
688,The Beauty of Horror 2: Ghouliana's Creepatorium Coloring Book,Alan Robert,Games & Activities,horror/0688.jpg,horror
689,The Merciless,Danielle Vega,Young Adult Fiction,horror/0689.jpg,horror
690,Travel by Design,Peter Sallick,Travel,travel/0690.jpg,travel
691,Lonely Planet's Best in Travel 2020,Lonely Planet,Travel,travel/0691.jpg,travel
692,A Walk in the Woods,Bill Bryson,Travel,travel/0692.jpg,travel
693,The Braided River,Samrat Choudhury,Travel,travel/0693.jpg,travel
694,How to Travel without Seeing: Dispatches from the New Latin America,Andrés Neuman,Travel,travel/0694.jpg,travel
695,The Shooting Star,Shivya Nath,Literary Collections,travel/0695.jpg,travel
696,The Flag Book,Lonely Planet Kids,Juvenile Nonfiction,travel/0696.jpg,travel
697,Two Arabic Travel Books,"Tim Mackintosh-Smith, James E. Montgomery",History,travel/0697.jpg,travel
698,How to Travel Light,Shreevatsa Nevatia,Literary Collections,travel/0698.jpg,travel
699,Why Travel?,"Beuret, Kris, Niblett, Matthew",Political Science,travel/0699.jpg,travel
700,The Travel Book,"Carolyn Bain, Lonely Planet Publications Staff, Joe Bindloss, Celeste Brash, Paul Clammer, Mary Fitzpatrick, Will Gourlay, Anthony Ham, Bradley Mayhew, Carolyn McCarthy, Matt Phillips, Robert Reid, Regis St. Louis, Ryan Ver Berkmoes, Nicola Williams",Cities and towns,travel/0700.jpg,travel
701,The Art of Travel,Alain de Botton,Philosophy,travel/0701.jpg,travel
702,The Cambridge Companion to Travel Writing,"Peter Hulme, Tim Youngs",History,travel/0702.jpg,travel
703,The Cities Book,Lonely Planet,Travel,travel/0703.jpg,travel
704,Lonely Planet Thailand,"Lonely Planet, Anita Isalska, Tim Bewer, Celeste Brash, Austin Bush, David Eimer, Damian Harper, Andy Symington",Travel,travel/0704.jpg,travel
705,The Legacy of Mahatma Gandhi,Sagar Simlandy and Sharmila Dutta Banik,Art,travel/0705.jpg,travel
706,Lonely Planet Mexico,"Lonely Planet, Brendan Sainsbury, Kate Armstrong, Ray Bartlett, Celeste Brash, Stuart Butler, Steve Fallon, John Hecht, Anna Kaminski, Tom Masters, Phillip Tang, Liza Prado",Travel,travel/0706.jpg,travel
707,The Travel Book,Lonely Planet Publications Staff,,travel/0707.jpg,travel
708,Travels,Michael Crichton,Biography & Autobiography,travel/0708.jpg,travel
709,Bruised Passports,"SAVI. TANEJA MUNJAL (VIDIT.), Vidit Taneja",,travel/0709.jpg,travel
710,Day of the Vikings,J F Penn,,travel/0710.jpg,travel
711,Words at Work,"David Horner, Peter Strutt",Business & Economics,travel/0711.jpg,travel
712,China,Damian Harper,Travel,travel/0712.jpg,travel
713,"Travel, Entertainment, and Gift Expenses",,Expense accounts and taxation,travel/0713.jpg,travel
714,Travel the World on Your Own,"Manju Bali, Sushil Bali",,travel/0714.jpg,travel
715,The New Granta Book of Travel,"Liz Jobey, Jonathan Raban",Travel,travel/0715.jpg,travel
716,Destinations of a Lifetime,National Geographic,Travel,travel/0716.jpg,travel
717,"Trends in Outdoor Recreation, Leisure, and Tourism","William C. Gartner, David W. Lime",Travel,travel/0717.jpg,travel
718,Statewide Travel Forecasting Models,"Alan J. Horowitz, National Cooperative Highway Research Program",Mathematics,travel/0718.jpg,travel
719,The SAGE International Encyclopedia of Travel and Tourism,Linda L. Lowry,Business & Economics,travel/0719.jpg,travel
720,Lonely Planet''s Ultimate Travel,Lonely Planet,Travel,travel/0720.jpg,travel
721,Managing Tourism and Hospitality Services,"B. Prideaux, Gianna Moscardo, Eric Laws",Hospitality industry,travel/0721.jpg,travel
722,"Outing; Sport, Adventure, Travel, Fiction",,Sports,travel/0722.jpg,travel
723,How to Document Your Travels for Profit,Ahmed Musa,Travel,travel/0723.jpg,travel
724,Travels in Paradox,"Claudio Minca, Tim Oakes",Social Science,travel/0724.jpg,travel
725,Traveling Black,Mia Bay,History,travel/0725.jpg,travel
726,"Indo-Persian Travels in the Age of Discoveries, 1400-1800","Muzaffar Alam, Sanjay Subrahmanyam",History,travel/0726.jpg,travel
727,Tourism,"John R. Walker, Josielyn T. Walker",,travel/0727.jpg,travel
728,Statement of Disbursements of the House,United States. Congress. House,,travel/0728.jpg,travel
729,Love Factually,Laura Mucha,Psychology,travel/0729.jpg,travel
730,Managing Tourism and Hospitality Services,"B. Prideaux, Gianna Moscardo, Eric Laws",Hospitality industry,travel/0730.jpg,travel
731,"Outing; Sport, Adventure, Travel, Fiction",,Sports,travel/0731.jpg,travel
732,How to Document Your Travels for Profit,Ahmed Musa,Travel,travel/0732.jpg,travel
733,The Hotel Book,Shelley-Maree Cassidy,Travel,travel/0733.jpg,travel
734,Travels in Paradox,"Claudio Minca, Tim Oakes",Social Science,travel/0734.jpg,travel
735,The Beaten Track,James Buzard,Language Arts & Disciplines,travel/0735.jpg,travel
736,Traveling Black,Mia Bay,History,travel/0736.jpg,travel
737,"Indo-Persian Travels in the Age of Discoveries, 1400-1800","Muzaffar Alam, Sanjay Subrahmanyam",History,travel/0737.jpg,travel
738,Tourism,"John R. Walker, Josielyn T. Walker",,travel/0738.jpg,travel
739,Lost in the Valley of Death,Harley Rustad,True Crime,travel/0739.jpg,travel
740,Statement of Disbursements of the House,United States. Congress. House,,travel/0740.jpg,travel
741,Business America,,Business,travel/0741.jpg,travel
742,"POP-UP HOTEL REVOLUTION, the architectural innovation about to come in the hotel industry","Joseph Di Pasquale, Chiara Butta, Paola Zatti",Architecture,travel/0742.jpg,travel
743,Department of Transportation and related agencies appropriations for 1982,United States. Congress. House. Committee on Appropriations. Subcommittee on Department of Transportation and Related Agencies Appropriations,United States,travel/0743.jpg,travel
744,Index Digest of the Published Decisions of the Comptroller General of the United States,United States. General Accounting Office,"Finance, Public",travel/0744.jpg,travel
745,Survey of Current Business,,Commercial statistics,travel/0745.jpg,travel
746,English for Tourism,Hoa Quyen,,travel/0746.jpg,travel
747,Drafting Technology Patent License Agreements,Michael J. Lennon,Law,travel/0747.jpg,travel
748,Federal Assistance Handbook,United States. Defense Civil Preparedness Agency,Civil defense,travel/0748.jpg,travel
749,Library of Congress Subject Headings,Library of Congress,"Subject headings, Library of Congress",travel/0749.jpg,travel
750,Report of the Clerk of the House from ...,United States. Congress. House. Office of the Clerk,,travel/0750.jpg,travel
751,The South Australian Government Gazette,South Australia,Gazettes,travel/0751.jpg,travel
752,GAO Documents,United States. General Accounting Office,,travel/0752.jpg,travel
753,Survey of Land-grant Colleges and Universities,United States. Office of Education,Agricultural colleges,travel/0753.jpg,travel
754,Inclusive Leisure,"Mary Ann Devine, Lynn Anderson",Reference,travel/0754.jpg,travel
755,Recreation and Tourist Industry,United States. Foreign and Domestic Commerce Bureau,,travel/0755.jpg,travel
756,Foreign Commerce Weekly,United States. Department of Commerce,Consular reports,travel/0756.jpg,travel
757,The Six Mountain-travel Books,Eric Shipton,Sports & Recreation,travel/0757.jpg,travel
758,The Definitive Guide to Entertainment Marketing,"Al Lieberman, Pat Esgate",Business & Economics,travel/0758.jpg,travel
759,Department of State News Letter,United States. Department of State,"Diplomatic and consular service, American",travel/0759.jpg,travel
760,Taxpayer Information Publications,,Income tax,travel/0760.jpg,travel
761,Grants and Awards for the Fiscal Year Ended ...,National Science Foundation (U.S.),Federal aid to research,travel/0761.jpg,travel
762,Destination USA,United States. National Tourism Resources Review Commission,Tourism,travel/0762.jpg,travel
763,President Clinton's Proposals for Public Investment and Deficit Reduction,United States. Congress. House. Committee on Ways and Means,Deficit financing,travel/0763.jpg,travel
764,Report of the Adjutant-General of the State of California...,California. Adjutant General's Office,California,travel/0764.jpg,travel
765,Technology Integration and Foundations for Effective Leadership,"Wang, Shuyan, Hartsell, Taralynn",Technology & Engineering,travel/0765.jpg,travel
766,Emerging Infectious Diseases,,Communicable diseases,travel/0766.jpg,travel
767,Weight-handling Equipment,,Materials handling,travel/0767.jpg,travel
768,Federal Register,,Delegated legislation,travel/0768.jpg,travel
